Uni_protein
A0A0C4DH33
Q14833
Q99626
Q6P0Q8
Q16816
Q76NI1
Q92504
Q9P287
Q13203
Q9C0A0
A0PJK1
Q96PD7
Q8NCW5
Q13326
Q96NL6
O15444
P31930
O14836
Q92945
Q99456
Q9H156
Q8N1G4
Q8ND30
P0DSE1
P62745
Q8N3Y3
Q9H2M3
Q6ZTW0
P0C7N4
Q8N2G6
P05177
Q96EK2
Q68G75
Q5VWT5
Q52LG2
Q9NY27
Q8NGA2
O14511
O95810
Q9H0I2
P04746
A1A4G5
Q5EB52
Q9BQE3
O94973
Q5T447
Q9BXT4
Q7L5D6
Q9ULD8
Q7RTY5
Q8TBC5
Q8NGN1
Q2Y0W8
Q8NDW4
P0C7V7
Q99698
Q969T7
Q9BSW7
P39687
O00264
Q15032
O94988
O14776
Q9BQG0
P16260
B5MCY1
Q8NH67
Q9H0U3
Q8IY95
P48742
P55735
Q6NSJ0
P46926
Q14191
Q8NG08
P60033
P78536
O14559
Q8IV36
O00566
Q9H410
P29466
Q9BXJ3
P40855
P02749
Q5VV52
Q6UW88
Q8WVY7
Q7Z3Z4
Q8TBC4
Q9UNL2
O95714
Q9Y6G5
P17600
Q68D51
O95721
O15062
Q5JTJ3
Q6UXU4
Q92609
O14548
Q9UBU2
Q96EB6
P01767
Q8NCE0
O95302
A0A0C4DH32
Q86XW9
Q53ET0
Q59GN2
Q7Z449
P51814
Q9Y639
P50479
Q5TGL8
Q9NP50
Q8N6G5
Q8NGX0
Q969F0
Q96SB4
Q8N4E4
Q8TBP5
O75173
B5ME19
P22234
Q9H1X3
P35218
Q8TEQ6
Q8TAD4
A0A5B9
Q8N475
Q9BRR3
Q8IZ73
Q8TAP8
Q9NUD9
O43593
Q8WWQ2
Q9Y5W7
Q9NQ84
P09132
Q2KHT3
Q96KN8
Q8NB15
Q5EBM0
Q9GZM8
P49720
O00220
Q7L8C5
O75323
P59095
O14669
Q5BVD1
Q9BXS6
P16519
Q8N9L9
Q8NC67
A6NIJ5
Q8TF65
P0DPK4
Q05481
P01817
Q8WTR4
P30519
Q05193
P56537
Q9BQC3
Q9NX95
P17030
Q99542
Q9Y5I2
P30043
P80162
Q96EN8
P07316
Q9NPC4
Q9UPW6
Q96MF7
P20839
Q8IUR6
Q96MC5
Q6NW34
Q0VG99
Q8N5K1
Q8WXH6
Q9HCU8
Q8NEB9
Q01082
Q5JSP0
Q8IWZ5
Q96M61
Q99592
P51511
P17081
P42696
Q96SI9
Q6IED9
Q96NJ6
P28358
Q9UJM3
Q96NB3
P47895
Q96NS1
P03915
A1A5D9
Q04828
Q9NXT0
Q8NBU5
Q9UPS8
Q8TC57
O60566
Q8NDX6
Q96I13
Q8NC54
P62244
P0C7I6
Q9UJ70
P17174
O14733
Q8N350
Q8NGS2
Q96RD3
Q9BYB4
Q6ZRR7
Q2TAM9
Q9UHC7
Q8N140
Q9UBC5
Q9H3K2
Q9BRY0
Q9H2H0
Q0P6D6
P26599
Q8N386
Q5T8A7
A0A0C4DH29
Q6XPS3
P63211
Q9BSQ5
Q9Y5G9
O00409
O00468
Q6UYE1
Q9P2N7
Q9H6B1
P20827
Q9H974
Q9UDV7
P51813
Q96EX3
Q6ZMZ3
P49748
Q16143
O60353
Q96JH7
Q68DA7
Q9UL41
A8MUV8
Q9H825
Q9UNE2
P09327
Q9NVI1
Q7Z5N4
Q9Y5N6
Q13639
Q5U623
Q9NWW7
Q03591
Q8NFR3
Q7L2Z9
P57105
Q9BUY5
Q9P0N5
Q9Y236
Q9UHI7
Q9C004
P09936
P78549
Q8N9H9
Q8WWX9
P57077
P21953
Q8TDS7
P0C7X1
O43439
Q02045
Q13217
C9JDP6
Q5S007
Q9NXV2
Q9P2B2
A2A288
P0CG20
Q9P0K7
Q2M3R5
Q96PU4
P0C2S0
P0C5Y9
P35606
Q6P5S7
Q53H82
Q9UKK6
Q8N8N7
Q8N2R0
D6RBM5
Q13309
Q86UY6
Q9P227
Q8TC26
Q9BZE9
Q9NSY2
A8K830
Q13542
Q86SK9
A0A0C4DH36
Q8WY41
Q7Z4S9
P20749
Q6UWP8
O75884
P47881
P04433
Q16778
A6NMZ2
Q68DD2
Q8WTU2
Q15427
P22694
P01768
Q9NQV7
Q13555
Q9NWS0
Q93099
Q01814
Q96T83
O76070
Q6ZRF8
Q8IXB3
P36404
Q9H497
O60674
Q9P2W9
Q15652
P47884
A0PJX4
Q99638
P60022
Q9BYS1
O43916
Q6W5P4
Q5CZ79
Q9GZV5
Q13061
Q8IWX7
Q9H6L4
P01766
P06748
Q13519
P43360
Q9Y3C6
Q8IXP5
P98164
Q8N5U0
Q13887
Q9P2F6
P10109
A6NFY4
Q9BY41
Q9BW92
Q96PN6
Q5VX52
Q6IQ20
Q5SRI9
P23229
Q8N3T6
P28330
Q9NYM9
Q9HBM6
Q53TN4
A4D256
O95409
P42263
Q9NYV8
Q9Y2D8
Q6ZN84
Q6PIZ9
O95772
Q14654
Q96KN7
Q5TID7
O00267
P78358
Q9Y6H6
Q3MJ62
Q9NPB0
P08754
Q03052
Q8N687
Q09028
Q9Y2Q1
Q8TCG1
Q6ZS86
Q9NU23
Q9BTM1
P04731
P23497
Q8IUH5
Q17RW2
P52799
P06746
O95750
Q8NH81
Q8N9N7
Q5HYW3
Q6IEZ7
P0CJ79
Q96RL1
P0DTW1
Q9NW81
Q92830
O60243
A8MWK0
O75129
O75718
Q8NE86
P0CJ86
P0CW24
P43251
Q14050
Q6ZUT6
P57738
O15047
Q13077
P29120
P29218
O75449
Q8NH61
Q8WXI9
O95631
Q9H5J4
Q8NCS4
Q15170
P41217
Q9BZF3
Q5VU57
O14638
Q7Z401
Q6DN90
P14778
P49902
O75477
Q8IV48
O15173
Q8TBY9
Q9UQF0
C9JVI0
P32942
Q8TDI0
P53350
O60516
Q9C0B1
P09972
Q8NGZ6
Q8NGL7
Q2TAP0
A0JP26
Q9XRX5
P49335
Q8IYA7
A6NHX0
P78363
E9PGG2
Q92949
Q9NXE4
Q9H0R3
Q7Z442
B7ZAQ6
Q8NHC7
Q6P2H3
Q6P1J6
Q8N945
Q7Z406
Q0D2K0
P01034
Q6UVM3
P29375
P08908
Q9Y5L4
Q9ULV3
Q7L4E1
P34913
Q9Y6S9
Q8TF01
Q9ULR3
P55011
Q8NH50
Q5JWR5
O15263
Q5SZJ8
Q8N808
P15559
A5YM72
Q9Y3C1
Q9UF56
Q9UK28
Q6EBC2
O75618
Q00653
Q8N183
P35268
O43670
Q8N9W4
P0DTE1
Q8TCW7
P52735
Q9Y4U1
A6NGY5
Q96D71
Q15678
Q9GZN4
P0C881
P07766
Q96SK3
P10914
Q8NFW1
Q9BUN8
Q9NQ31
P31249
Q96BY6
Q96JQ0
Q9NUD5
Q9NZ08
Q3ZCQ2
Q96T53
P43897
Q9UMY4
O43681
Q02985
Q6P3V2
Q9Y217
Q08378
A6NGU5
Q96QR1
A0A0B4J2A2
O43157
P78562
Q8ND94
P41146
A6BM72
Q14129
P23396
Q9H9J2
Q6ZQR2
Q96FV3
Q96J65
Q8N1M1
Q9NW08
Q8WZ19
Q9NY28
P28827
Q6UWU4
Q9Y6V7
Q15049
Q15572
Q502W6
P59901
Q9Y6G9
Q9NXN4
Q14028
Q8TCU3
Q96EY5
A1KZ92
P14138
O14490
Q9NZK7
Q6ZNA4
Q30154
Q8IUF1
P20585
P35222
P38936
O75828
Q9BYE0
Q9NX07
P68106
Q14103
P41235
O43824
Q92466
O14936
A6NKH3
Q14642
Q99575
Q9NXF7
Q86UV5
Q96JK9
Q9UQ13
O95279
Q9Y2R9
Q9NPI1
Q13107
Q8NGC4
Q6PUV4
Q96AQ2
A6NIE9
Q9BQC6
Q9BPU6
A8MT19
Q8NEY4
Q9NNX6
Q96LW4
Q9NSK7
Q8NE62
O43280
Q8N5Z0
P0C1H6
Q8N446
Q8N816
Q9NX63
Q17R31
Q13114
Q9H8U3
Q9H3R0
Q8WYJ6
Q5U3C3
Q03989
Q86VR7
Q9P003
P48651
Q3LI67
Q8WWA1
Q99933
Q8IW36
P41273
Q969Z0
Q9HAW4
Q01538
Q8NG76
O60548
Q8NA58
A0A0B4J235
Q9NZH7
Q96LL3
Q9BR61
Q5TEU4
O60346
Q8N0W4
Q6ZMN8
P05089
P55145
Q0VDD7
P78325
Q9BY32
P06400
Q8WXF0
P09917
Q96CN9
Q9P1W3
Q8N328
O95551
Q8N3A8
Q5JV73
O75586
Q53GL7
Q9BT88
P52737
Q96SF2
O96014
Q8IY22
O75528
P35462
P0C645
Q96M34
Q8IXU6
Q9NXL9
Q86UR1
Q86YS3
Q9C0C7
Q08AH1
Q12769
Q5JPH6
P09012
Q96MH7
P04141
P06703
Q9NTI2
Q8NBR6
Q13308
O75582
Q5T4F7
Q9NQZ5
Q6ZMV5
Q96I59
Q9BTV6
Q499Z4
P15382
P06727
P21675
P98171
Q8NG92
Q96A54
Q9BT43
P35408
Q8NBN3
P61599
O15016
P02774
Q3KQZ1
P52823
Q92637
Q9BRV8
Q96NL3
Q86U28
P52564
Q9Y4C4
Q96AE7
O60234
B2RV13
Q3SY77
Q96MT7
A0A087X0M5
Q6ZRT6
Q9UJZ1
O60518
Q8WV15
Q9NUE0
Q92817
Q92800
O00764
O43148
Q92903
Q14140
O95433
Q9H503
O60774
P06396
P00519
O15204
Q96MM6
Q9BYG8
P0CG00
P03973
Q9Y272
Q9UM07
O43708
P56975
P04792
Q9Y3B2
Q9BQQ3
P54368
Q96LB3
P08048
Q6ZNB7
Q14201
Q9NUM4
Q9H3C7
Q96M95
Q12979
Q14397
Q9NP87
Q96DR8
O75078
Q96C23
Q6ZRH7
Q5VXU1
Q496M5
Q02487
P38570
Q9Y2P4
P54920
O95059
Q969M7
P13639
Q8IWY4
Q70IA8
Q96R48
Q9BV38
Q86XN8
P30046
Q6UWJ1
Q8N3P4
Q5JNZ3
Q99614
Q96DI7
Q9UDY6
P00395
Q12968
A4D1E9
O75298
Q86V15
O15438
Q9Y3E5
P00367
Q5BJH2
P50583
P0C1S8
O43379
Q6EMB2
Q8IU54
Q8N7C3
Q92879
Q9NQR9
Q8TE57
Q8IYG6
Q14390
Q6NUM6
Q8NGX2
Q9BY67
Q9NUX5
Q5R372
Q6P1K8
O15072
Q9UJQ1
Q9UHD8
Q76LX8
A0A0C4DH41
Q6UXK5
Q15811
O14874
Q15746
Q9BZJ8
Q9ULK4
Q6UXG3
Q86YR6
Q96BN6
O75380
P47914
P04798
O60543
Q02641
P12259
P0CG47
P84103
P01591
Q86WC4
P39877
Q96Q05
Q8IVL5
Q9H3L0
Q6NT04
O43548
Q9Y5G4
Q7Z569
Q9NYP3
Q6ZMH5
Q6A555
Q9HC10
Q9Y6K1
Q9HCI6
Q96BZ8
O14983
O00244
P03950
P0DP24
Q14123
Q32P41
P01780
Q16829
Q8IWA5
Q3LI83
O43934
Q6P3W6
P46093
Q15628
P31689
O60447
P47898
O75309
Q4G0X4
Q9HBT8
O75197
Q9Y6A4
Q6ZSA7
Q64ET8
Q95460
P34949
P24844
Q8NHH1
Q5JSZ5
P41221
Q8TEB7
A0PJX0
Q6VB84
Q9NQA3
O14841
Q9BV99
O75747
P82970
P20815
Q9H0T7
Q9H251
Q5VZB9
Q01459
Q86SQ0
Q9Y5L0
O75494
Q9NQX7
Q13554
Q9UNN8
P67809
Q99583
Q7Z2Z1
Q8WWF3
Q9H1Y3
P24666
Q6VMQ6
Q8TC44
Q8WUF5
Q12791
Q04759
Q9Y448
Q9Y2Z9
Q9H6K4
Q8TDG4
Q8NAP3
Q8NGK5
Q96C01
Q9UJV9
Q86SJ2
Q8NC24
Q08ER8
Q9NRA8
Q9NWT1
Q96S94
Q702N8
Q7L945
Q5HYL7
Q9UNW9
Q86UL3
Q9Y6X4
Q8IYH5
Q9NQT6
Q3B8N2
O94823
Q14CX5
Q8WWF5
O43865
O75503
Q14974
A6NLI5
Q86VQ1
Q9BUL8
Q9P2H5
Q96J88
Q8IYN2
Q9BV35
Q8N6Q8
Q96L92
Q96JE7
Q9BZE4
Q8WXD0
Q29RF7
Q53GA4
Q9Y6L6
Q08174
Q9NYL5
P11940
Q6NUK4
P59990
Q8IV56
O43187
O60931
Q96NR3
Q13219
P36222
Q96S65
Q9BVV2
P35749
Q3KP31
Q9BY44
Q86VM9
Q9UQ07
Q08257
P15085
Q9UMX6
Q8WVN6
Q8NHG8
P51689
Q86WC6
Q9H7L2
P52849
Q2TAC2
Q5T5M9
P03999
Q96L14
Q86XN6
Q9BTA9
O75820
Q9BZQ4
Q12891
P19174
Q92794
Q86TP1
P10074
Q96BW5
Q6PEV8
Q8TAI7
P20142
P19387
Q9UK76
P12110
Q9P0N9
Q8NG99
P40123
Q8TDQ0
O95155
Q9Y5T5
Q04771
Q16539
O95801
Q6PF18
Q01453
Q9BVC5
P07911
P10600
Q7Z3T8
P06681
Q15836
Q14863
Q9NPG1
Q06413
O00270
P43155
P49418
Q5JVX7
Q8IY18
Q9Y4F5
Q96KA5
Q13023
Q8TBY0
P78310
Q9HCJ3
Q99720
Q9BPW8
Q14088
Q9H9F9
Q9H2U1
Q9NY65
Q8IVL0
Q96LM5
P33908
Q96DL1
Q96FJ2
O60331
Q04118
Q9NX45
Q96PZ0
O95164
Q16394
Q6FI13
Q8NEJ0
Q8J025
P60896
Q06190
Q6UW02
Q9UH03
Q9HAZ1
Q96H40
P14314
Q7L5Y9
P17612
Q92626
Q99490
C9J7I0
P57729
Q9UQ72
P07550
P56715
Q5HYM0
Q6UXV4
Q5K4E3
Q8N5G2
Q9BYL1
Q8TCG2
P78552
Q6UWT2
Q96HD1
Q9BRL7
Q16627
Q5VV67
Q9UHK6
Q9HC38
Q8IXR5
Q03431
Q15695
Q96BJ8
Q8NGY7
Q9BZ76
Q86Z14
P12036
O14756
Q8NCB2
O75251
Q495A1
P55899
Q9Y5S9
Q9UBI1
A6NIX2
Q8NEE8
O75352
Q9BTX7
A6NI86
P40189
P03886
B0I1T2
Q9NPI9
Q8TEQ0
Q3KQV9
P27169
Q96MN2
Q8IYX0
Q9UQ74
Q9Y5F1
P12980
Q86Z02
Q9BUA3
Q9BSL1
P62495
Q3KNS6
A5PKW4
P03923
P49366
Q2VIR3
Q9NST1
Q9HD45
O60676
A0AV96
Q96K19
Q969X1
Q99466
P50991
O14657
E9PRG8
Q86WA9
P98179
Q12837
Q6P1W5
Q96DR4
A7MBM2
Q14952
A6NM36
Q8IUX4
P12643
Q86TE4
Q9UBQ5
Q15018
Q9UI32
Q6PIF2
Q9H172
P55344
Q9UEW8
Q16851
Q9NPG2
Q9GZT9
Q86XI2
Q92904
Q13485
Q9BVX2
P50548
Q9HBU6
P42262
Q8IYX1
Q8WXA8
Q9BYZ6
Q9UK85
O75845
O15394
P05305
Q8NDN9
Q13432
O95072
Q9Y4F1
Q9NYB5
Q9Y6K8
Q14739
Q2KHN1
Q8IW45
Q06730
Q8NE71
A1L4L8
Q8IXT5
Q3B820
P55808
Q9BRC7
Q969L2
A1L162
Q9NYB0
Q9NRK6
O75951
P05388
Q8ND56
Q2PPJ7
Q92499
Q9Y5R5
Q96AY4
Q96Q07
Q8N4H0
Q5SVZ6
Q68CQ7
Q8IV31
P41594
Q99680
A0A597
Q9H6U6
Q00537
O60711
Q8TB52
O60826
Q9NR99
Q9UKB3
O15162
Q8TDF6
Q16832
O43555
P42126
Q9Y5W8
Q8NBS9
O14804
Q9Y6F9
Q9H1B7
Q16585
P20774
Q9BRB3
Q8TBH0
Q9H3R2
Q96DV4
Q9H7T9
P62979
P0DOY2
Q9Y6A9
O95478
A0A1B0GTU1
Q9UBY9
Q5EBL2
Q9UNK9
P23083
Q8WUT4
Q8WWV6
Q9BX79
Q5D862
Q5TAX3
Q8N841
P50502
Q9NP61
Q0WX57
Q14627
Q76G19
Q07912
O43914
P48060
Q8NFJ5
O75608
O15287
Q4G0P3
Q4AC94
Q9P1T7
Q9NQG5
Q8TB40
Q96AC1
Q9NWM3
Q9H3H5
Q8N8F7
Q9C026
P11310
Q6ISU1
Q15181
Q92545
Q9BQG1
Q8IVP9
P0CG04
Q6ZU35
Q13950
P20160
Q13939
A4D1T9
Q15399
Q96DZ1
Q96RV3
Q8N8I0
Q99879
Q68D10
B4DS77
Q8TCD6
C9JJH3
Q8NGR3
P55259
P04818
Q86SZ2
Q9Y600
P40199
Q9UBC2
Q9H3U1
P63104
P49810
Q5T9A4
Q9UIF7
P51946
Q9Y5H3
Q5VUM1
Q9H330
Q9C0K7
B7U540
P0C5J1
P53370
Q9P1Q0
Q9NQ86
Q9BXC9
Q8TBZ8
Q8IZQ5
Q15126
Q7Z3C6
Q9P1Y5
Q92547
Q99502
Q96EP5
Q0VAM2
Q16587
Q86TL0
Q9UBV7
Q9HB55
A8MVW5
Q9BXX0
Q5THK1
Q6P093
Q8NA72
Q9BW72
Q9UM44
Q9H4I2
Q9H832
P50747
Q5T5B0
Q8NG27
Q92823
Q9C0B0
O96028
Q15386
Q6ZP65
Q9BRJ2
P58335
Q9BWH2
A4D1P6
P07992
Q9UHV7
A6H8Z2
O43488
Q00887
Q9H9L4
Q9Y5J7
Q9P2K9
Q99527
Q8NGF0
Q9UHH9
Q6ZST4
P48066
A6NK06
A6NNV3
Q6QNY1
B6A8C7
P46937
Q08357
P0DTE2
O14558
P17643
Q99748
Q8NDZ6
Q6ZT52
A0A0B4J238
P35609
Q96AE4
Q96EU6
Q8IVF7
Q9UHD2
Q8NG80
Q8NGI6
O60513
Q9BY27
Q63HM1
Q8IV03
P42574
Q9BPZ3
P15884
O43186
Q8TEU8
P20273
Q6ZN11
P04733
P0CI01
Q9P1Z9
Q5MCW4
Q9Y2B5
Q9BWX1
O43448
Q96IR2
Q53EP0
P11717
Q99523
A6NI72
P52736
Q00325
Q14254
P55854
Q86W34
Q8WVZ7
Q7LDG7
Q9UHY7
P55198
Q8TF09
Q07866
Q8IVF5
O75051
Q8IYX7
P05538
Q5T215
Q9Y2U2
P11441
Q96AT1
P17036
Q8N6Q1
Q9NY97
P78560
O00421
Q9H999
Q13838
Q9BQL6
Q9UGI6
Q9Y305
A1A5C7
P55211
Q8N2K1
P49674
Q8NG31
Q9UQ10
P00797
P41219
Q8WXE0
Q7L1T6
P56182
Q3SYF9
Q5SWA1
Q969E2
Q16658
P42226
P50443
A6NDY2
Q15375
P17096
Q9H992
Q96PI1
Q9UIX4
O75179
Q08116
Q6PIU1
Q8NGX6
O60704
O75563
Q96LZ7
Q8IV04
O15427
P26640
Q8WXX7
Q8TCU4
P35503
P51674
Q92843
P08238
Q96T91
A4IF30
Q8TCE6
Q8N3C0
O14746
P13473
Q8N9W5
Q8NB49
Q538Z0
Q9H422
A0A087X1C5
Q13823
O60347
Q8N9V7
P56211
Q9BYT9
Q12864
Q9NPC6
P47902
O00570
Q9Y574
P40259
Q9BXG8
P0DJI8
Q9H3M7
P15088
Q8TER5
Q96QH8
Q9BXU8
Q9H6U8
Q9BS86
Q53GI3
P09603
Q86WS4
Q9BXC0
Q96EB1
Q96K76
Q7Z3Q1
O75094
P0C6T2
Q7Z3Z3
Q15173
Q9H3Q3
Q8IXM6
P61278
P50219
Q8TF40
A0A0B4J2D9
P52803
Q96RU7
Q9C009
P0DP02
P14653
Q9NTK5
Q9Y2G5
O43194
Q9UGM5
Q7Z4M0
Q8N2C3
P29074
P11279
P52657
Q9NRA1
P42575
P62861
Q8NGK6
Q7Z6J0
P31994
Q9P2U7
Q5TC82
Q16695
Q9UPR0
Q2NKJ3
P63000
Q5H9U9
O00555
P09601
Q2V2M9
Q69YH5
Q8N967
Q8N123
Q8N5U1
A6NMU1
P15328
P16402
Q9P055
Q12899
A6NFX1
P63010
Q8IZJ1
Q8NH79
P01225
Q9UJA2
O95760
Q8TDW0
Q5JUK2
P0CJ90
Q5VT98
Q9Y3A6
Q8TBE3
Q04725
Q6PGP7
Q08AM6
Q8TE54
Q9BQI0
Q9Y4I1
P0CI00
Q8WVC6
P04004
Q96RK0
Q9NXS2
O75947
P0DP06
P49326
Q96AJ9
Q6ZUX3
Q96S97
Q9Y248
P25189
P19367
P17931
P05451
P01213
P39748
Q5VU69
Q6P9H5
Q9P0K1
Q13563
Q5JNZ5
Q9NSY1
Q8NH85
O00587
Q9Y6I9
Q8NG94
Q12766
O43524
O75956
Q99856
P36980
Q96A04
Q8WYB5
Q8N2M4
O95782
Q92523
P50461
Q9NXC5
Q96RK1
Q8TD57
P57059
Q86Y97
Q5T2N8
Q13614
Q13045
O60729
Q8N1N4
P08118
P42679
P05026
Q8WW36
Q93079
P63279
P61018
Q9H467
Q9UGL9
Q5SRN2
Q8N1Q1
P25440
Q6UX68
Q9HCG8
Q9Y625
Q9H079
Q02241
P33121
Q96IS3
P25054
Q9HCQ5
P49368
Q9Y6R0
Q92837
Q1XH10
Q9NRR5
O43790
O76074
Q8IZR5
P0CV99
Q92777
Q9UHY8
Q9H9Y2
Q9H9P5
P26368
Q86WB0
Q96L03
Q8N7X1
O76087
Q9BZA8
A0A087WX78
Q6PKG0
A7E2V4
Q7RTY7
Q8N302
Q96B54
Q8TCD5
Q8N139
Q9H788
Q2TAL6
Q9GZZ7
O75071
Q9BQ67
Q9NT99
P0DOX3
P43320
A8MVW0
Q5RI15
Q86W92
Q9BZG2
Q8TD23
Q56A73
P0CW20
Q6ZRP0
P35916
O15218
P25103
Q6P087
O00584
P35348
O95139
Q6UXV1
Q6ZQQ2
Q5T700
P48668
Q9BTE7
Q7Z7G1
P58418
P17010
Q9UIL4
Q8NHZ7
Q8TC36
Q5VUJ5
Q9P121
O95859
Q03468
Q9UQ16
Q9UJW8
Q9Y6E7
Q6GYQ0
Q86TG7
Q86UN6
Q9BUE0
Q96MN9
P24752
Q9NP99
Q9Y5E7
Q7Z434
Q9ULN7
Q8NGN8
Q8ND23
Q969I6
Q9UJC3
Q8WV16
Q96R69
A0AVT1
P31391
P49848
P49703
P98182
P02652
Q6NVV9
Q9NYQ7
P12271
Q9ULL0
P05160
Q93073
Q5T1H1
P36897
P32249
P54296
Q9Y6R9
Q9NVL8
P43681
Q9ULC8
Q96FT7
Q9ULD0
P32519
P12429
Q7L9L4
P20936
A6NDL8
Q8IVW1
Q11128
Q6ZN04
O95407
P16112
A6NMS7
Q9H9R9
Q8TF76
O00479
Q9P127
Q6NVV7
A6NKG5
Q6ZW05
Q12926
Q7RTY8
P52569
P19419
Q96CC6
O95528
Q11206
Q53EZ4
Q9H081
P16615
P28072
Q96M98
Q9NPI0
P39905
O00625
Q86SX6
Q02790
Q05513
Q96BY2
A1IGU5
Q9H2K0
P48039
Q3SXY7
Q9BW71
P08172
Q16661
Q9H9L3
O43451
Q8NCE2
Q8IU57
Q9P1U0
Q9Y4H4
Q8TDJ6
Q08495
Q8IXK2
P11498
Q9ULI1
Q53RE8
A6ND01
Q9UBM1
Q66GS9
Q8WXF7
Q1MSJ5
Q6ZNG2
Q8N1I0
O60307
Q6DWJ6
O60235
Q99541
Q5JS13
O94822
P22102
P19237
Q6P461
Q9NY57
Q96AX9
Q9Y6I4
Q9H0R8
P30050
O75376
P0DOX5
Q8WXU2
P41252
Q86UP6
O43491
Q16270
P23434
Q9NRY6
Q3B7T1
Q9P2D6
P50416
Q16763
Q15036
P07900
P62875
P14151
Q8WVV5
Q9HCC8
Q6P1X6
Q8IV08
Q96H96
O43759
Q8N4G2
W5XKT8
A0A075B6J2
Q2M2H8
Q7Z5A8
Q99728
Q9BZJ6
Q8WUA2
Q9UNP9
P59537
O15091
Q96MS0
Q8IZA0
Q9H1F0
Q96EI5
A6NCQ9
O14640
Q8TAE8
Q96HJ5
Q3BBV2
Q9NZU7
Q13952
Q8N612
Q9UMQ3
Q96IZ6
Q8IWX5
Q06495
Q6ZN66
Q9NX01
Q96I51
O00206
Q9Y6G3
P22607
Q8NER1
Q8WXB1
Q8NC42
P78314
Q13002
P24468
O14544
Q9BYN7
P20151
Q5HYJ1
Q9BWD3
O60688
Q92618
Q86XP1
Q9BYD6
Q969V1
P42684
Q96RE9
Q14195
Q30201
Q8N431
Q96P16
Q9BZR9
Q8N3U4
Q13867
Q96A35
Q9NVE7
P52926
A6NP61
P51681
Q9P286
Q08188
Q9NWW0
Q9NVX2
O75155
Q5SQQ9
P02787
Q8NGY0
Q9HCK1
Q8NBI5
Q9H295
Q9GZN0
P01703
Q7Z7K0
Q8N715
A6NNT2
P13349
Q6ZNG9
Q8NEK5
Q9H9P2
Q13206
P07686
O94766
Q96Q42
Q96HZ4
Q8N0U8
Q96KP4
P0CL80
Q19AV6
Q01518
Q9P258
P57057
Q701N4
B1AL46
Q10586
Q4ZHG4
Q96HH6
Q8WXI7
H3BPF8
Q9UL25
P01568
P17035
O60242
Q6NT16
Q96I76
Q8NG83
Q5H9R7
Q9NXX6
Q9NQW8
Q9NXK6
P04003
A6NH00
P25787
O15481
Q9BQS7
O15033
P49588
Q7Z6K3
Q8NI60
Q6ZMI3
P27144
P57768
Q7Z7H5
Q01955
Q5T764
O95069
Q8NHP6
Q8N8Z3
Q13287
Q9NZH6
Q9NZJ0
P55209
P14927
P63215
Q9BY43
Q13526
P09488
P31025
Q5THR3
Q7RTY1
Q6ZT12
Q6VVB1
Q9BVG4
Q13492
Q2KHR2
Q9H2X9
Q03188
Q9Y296
Q9HCU9
Q96PV4
Q9H628
P21980
P50226
Q9H492
Q9H1J1
O43556
Q2KHT4
O00337
P22735
Q9UF11
Q6NT76
Q6ZS11
Q8IYB9
Q6NSW7
Q9NY99
Q8N8L6
P14921
P01241
Q8IV76
P51553
Q8TEP8
P05165
Q8IUW5
P61266
O60907
A1L190
Q4VCS5
O14735
Q96LT4
Q8WXS4
